"city","date","id","tmax","tmin","prcp","year","month","day","daily_Cd","daily_Ca","Cd_cumsum","prcp_cumsum","Ca_cumsum","diff_Ca_Cd","diff_Ca_Cd_cumsum","lat","long","alt","bloom_doy","is_bloom","doy"
"Murg",2008-04-20,"GME00102404",21.8,4.3,0,"2008",4,20,-1.85,6.9,-350.126989209799,257.5,117.3,5.05,-93.5269892097985,47.108222,9.217372,500,111,1,111
"Murg",2009-04-14,"GME00102404",23,7.3,0,"2009",4,14,-0.350000000000001,7.5,-273.474069214718,324.9,110.55,7.15,-19.5740692147184,47.108222,9.217372,500,104,1,104
"Murg",2010-04-18,"GME00102404",14.2,4.8,1.1,"2010",4,18,-1.6,3.1,-282.870116330448,330.2,130.65,1.5,-1.82011633044762,47.108222,9.217372,500,108,1,108
"Murg",2011-04-08,"GME00102404",22,10,0,"2011",4,8,0,8,-260.55018196422,355.6,138.3,8,38.2998180357798,47.108222,9.217372,500,98,1,98
"Murg",2012-04-06,"GME00102404",13.3,7.1,0.6,"2012",4,6,-0.449999999999999,2.65,-302.440105809837,328.2,132.85,2.2,-21.8901058098375,47.108222,9.217372,500,97,1,97
"Murg",2013-04-23,"GME00102404",17.6,8.1,0,"2013",4,23,0,4.85,-265.494692943378,522.2,103.25,4.85,-2.39469294337821,47.108222,9.217372,500,113,1,113
"Murg",2014-04-05,"GME00102404",14.2,8.4,5.1,"2014",4,5,0,3.3,-330.707296877743,286.4,142.75,3.3,-11.8572968777435,47.108222,9.217372,500,95,1,95
"Murg",2015-04-17,"GME00102404",13.9,7.8,12.1,"2015",4,17,-0.0999999999999996,2.95,-287.419614781127,365.8,133,2.85,90.4803852188729,47.108222,9.217372,500,107,1,107
"Murg",2016-04-08,"GME00102404",8.5,4.5,1.7,"2016",4,8,-1.75,0.25,-314.783613883996,382.6,115.5,-1.5,-14.1336138839962,47.108222,9.217372,500,99,1,99
"Murg",2017-04-03,"GME00102404",19.8,8.4,15,"2017",4,3,0,6.1,-257.831923352485,247.7,138.35,6.1,-4.63192335248548,47.108222,9.217372,500,93,1,93
"Murg",2018-04-14,"GME00102404",21.1,5.1,0,"2018",4,14,-1.45,6.55,-293.992996474287,391.1,127.2,5.1,14.5570035257129,47.108222,9.217372,500,104,1,104
"Muri, AG",1991-04-18,"GME00132346",5.6,-0.6,0,"1991",4,18,-2.52903225806452,0,-248.409751167938,509.4,131.9,-2.52903225806452,103.990248832062,47.265317,8.332283,550,108,1,108
"Muri, AG",1993-04-26,"GME00132346",19.8,7.4,0,"1993",4,26,-0.300000000000001,5.9,-312.392747629629,533.4,194.05,5.6,11.6072523703714,47.265317,8.332283,550,116,1,116
"Muri, AG",1994-04-28,"GME00132346",20,9.1,0,"1994",4,28,0,6.55,-327.67340197731,706.2,157.5,6.55,-48.0734019773104,47.265317,8.332283,550,118,1,118
"Muri, AG",1995-04-24,"GME00132346",15.9,8,0,"1995",4,24,0,3.95,-368.174766538975,637.3,134.2,3.95,-30.6247665389752,47.265317,8.332283,550,114,1,114
"Muri, AG",1999-04-27,"GME00132346",15,8,7.1,"1999",4,27,0,3.5,-317.225831413975,760.5,128.3,3.5,-47.675831413975,47.265317,8.332283,550,117,1,117
"Muri, AG",2000-04-21,"GME00132346",21.2,10.2,0,"2000",4,21,0,7.7,-341.43492857446,677,133.75,7.7,-50.3349285744595,47.265317,8.332283,550,112,1,112
"Muri, AG",2001-04-10,"GME00132346",10.2,5.7,6.8,"2001",4,10,-1.15,1.1,-284.543965281764,666.3,112.5,-0.0499999999999998,46.8560347182358,47.265317,8.332283,550,100,1,100
"Muri, AG",2002-04-09,"GME00132346",12.5,-0.3,0,"2002",4,9,-3.853515625,2.25,-245.949451974359,424.1,107.25,-1.603515625,141.300548025641,47.265317,8.332283,550,99,1,99
"Muri, AG",2003-04-24,"GME00132346",19.1,5,0,"2003",4,24,-1.5,5.55,-297.492260083921,661.1,157.65,4.05,40.5577399160788,47.265317,8.332283,550,114,1,114
"Muri, AG",2004-04-23,"GME00132346",18,8.9,1.5,"2004",4,23,0,5.45,-338.147692043555,497.2,158.25,5.45,-78.3976920435553,47.265317,8.332283,550,114,1,114
"Muri, AG",2005-04-08,"GME00132346",9.4,3.6,3.5,"2005",4,8,-2.2,0.7,-239.222837800983,510.5,100.35,-1.5,28.3771621990173,47.265317,8.332283,550,98,1,98
"Muri, AG",2006-04-24,"GME00132346",21.4,5.4,0.8,"2006",4,24,-1.3,6.7,-239.277027325098,504.8,97.3,5.4,49.7229726749018,47.265317,8.332283,550,114,1,114
"Muri, AG",2007-04-16,"GME00132346",25,9.8,0,"2007",4,16,0,9.4,-352.680391220509,496.8,186.85,9.4,143.119608779491,47.265317,8.332283,550,106,1,106
"Muri, AG",2008-04-10,"GME00132346",9.9,6,13,"2008",4,10,-1,0.95,-360.528829141918,451,96.1,-0.0499999999999998,-126.728829141918,47.265317,8.332283,550,101,1,101
"Muri, AG",2009-04-13,"GME00132346",21.1,6.5,1.9,"2009",4,13,-0.75,6.55,-312.87805438611,559.5,104.55,5.8,-56.7780543861098,47.265317,8.332283,550,103,1,103
"Muri, AG",2011-04-08,"GME00132346",18.5,7.5,0,"2011",4,8,-0.25,5.25,-278.980832253658,515.4,141,5,34.6691677463425,47.265317,8.332283,550,98,1,98
"Muri, AG",2012-04-08,"GME00132346",6.3,-0.8,0,"2012",4,8,-2.79507042253521,0,-353.738039723274,538.1,127.35,-2.79507042253521,-39.2880397232741,47.265317,8.332283,550,99,1,99
"Muri, AG",2013-04-24,"GME00132346",20.9,5.7,0,"2013",4,24,-1.15,6.45,-287.796192852954,708.9,100.1,5.3,-7.09619285295383,47.265317,8.332283,550,114,1,114
"Muri, AG",2014-04-05,"GME00132346",11.8,6.9,1.9,"2014",4,5,-0.550000000000001,1.9,-374.943463445825,536.4,162.8,1.35,0.606536554175299,47.265317,8.332283,550,95,1,95
"Muri, AG",2015-04-15,"GME00132346",23.8,7.1,0,"2015",4,15,-0.449999999999999,7.9,-319.415891399816,504.8,114.55,7.45,68.2841086001844,47.265317,8.332283,550,105,1,105
"Muri, AG",2016-04-12,"GME00132346",17.9,7.3,7.3,"2016",4,12,-0.350000000000001,4.95,-362.633124933318,581.3,112.05,4.6,-7.68312493331806,47.265317,8.332283,550,103,1,103
"Muri, AG",2017-03-30,"GME00132346",20.6,6.2,0,"2017",3,30,-0.899999999999999,6.3,-319.250483398527,381.7,124.15,5.4,-70.7004833985274,47.265317,8.332283,550,89,1,89
"Muri, AG",2018-04-17,"GME00132346",22.6,6.6,0,"2018",4,17,-0.700000000000001,7.3,-319.931786210464,693.3,135.15,6.6,20.3182137895358,47.265317,8.332283,550,107,1,107
"Orbe ",1957-04-13,"SZ000008440",7.8,-3.9,12.9,"1957",4,13,-2.6,0,-349.591085708507,932.4,171.75,-2.6,-63.6910857085067,46.722633,6.536061,485,103,1,103
"Orbe ",1960-04-15,"SZ000008440",12.8,2.2,14.8,"1960",4,15,-2.9,2.4,-389.485511879835,939.6,159.15,-0.499999999999999,-117.135511879835,46.722633,6.536061,485,106,1,106
"Orbe ",1978-04-24,"SZ000008440",16.9,7,0,"1978",4,24,-0.5,4.45,-357.27687540224,747.6,100.95,3.95,-67.7768754022402,46.722633,6.536061,485,114,1,114
"Orbe ",1979-04-15,"SZ000008440",19.3,7,0,"1979",4,15,-0.5,5.65,-342.911027294918,721.9,105.45,5.15,-133.661027294918,46.722633,6.536061,485,105,1,105
"Orbe ",1980-04-25,"SZ000008440",10.7,4.5,0,"1980",4,25,-1.75,1.35,-376.767359281524,653.1,105.6,-0.4,-99.3173592815239,46.722633,6.536061,485,116,1,116
"Orbe ",1981-04-12,"SZ000008440",22.8,10.6,0,"1981",4,12,0,8.7,-259.391617950533,517.1,136.3,8.7,-3.54161795053298,46.722633,6.536061,485,102,1,102
"Orbe ",1983-04-26,"SZ000008440",15.7,6.8,0.4,"1983",4,26,-0.600000000000001,3.85,-350.342550577181,656.4,146.35,3.25,-70.8425505771808,46.722633,6.536061,485,116,1,116
"Orbe ",1984-04-29,"SZ000008440",13.8,3.4,0,"1984",4,29,-2.3,2.9,-392.64841261804,567.2,127.25,0.600000000000001,-108.34841261804,46.722633,6.536061,485,120,1,120
"Orbe ",1985-04-24,"SZ000008440",11.2,4.9,0,"1985",4,24,-1.55,1.6,-331.355043254578,548.3,123.5,0.0499999999999989,-63.3550432545775,46.722633,6.536061,485,114,1,114
"Orbe ",1987-04-25,"SZ000008440",15.5,9.7,0.2,"1987",4,25,0,4.6,-350.689674007082,396.8,109.85,4.6,-55.8896740070821,46.722633,6.536061,485,115,1,115
"Orbe ",1988-04-22,"SZ000008440",20.3,3.4,0,"1988",4,22,-2.3,6.15,-363.820238828141,517.3,119.95,3.85,-61.5702388281409,46.722633,6.536061,485,113,1,113
"Orbe ",1989-04-08,"SZ000008440",13.8,4.2,3.2,"1989",4,8,-1.9,2.9,-307.481884412243,455.3,131.65,1,-8.68188441224261,46.722633,6.536061,485,98,1,98
"Orbe ",1990-04-01,"SZ000008440",18.5,1,0,"1990",4,1,-3.5,5.25,-325.778736640974,387,166.9,1.75,57.5712633590258,46.722633,6.536061,485,91,1,91
"Orbe ",1991-04-14,"SZ000008440",17.6,5.5,0,"1991",4,14,-1.25,4.8,-265.836626703061,402.1,136.5,3.55,55.9633732969394,46.722633,6.536061,485,104,1,104
"Orbe ",1992-04-21,"SZ000008440",22.3,2.8,0,"1992",4,21,-2.6,7.15,-343.879474028671,438.1,129.3,4.55,-94.7794740286708,46.722633,6.536061,485,112,1,112
"Orbe ",1993-04-22,"SZ000008440",21.5,8.1,0,"1993",4,22,0,6.8,-333.509295064248,443,157.25,6.8,-37.6592950642477,46.722633,6.536061,485,112,1,112
"Orbe ",1994-03-27,"SZ000008440",12.6,3.1,0,"1994",3,27,-2.45,2.3,-265.627163821467,512.4,110.6,-0.15,-46.5271638214665,46.722633,6.536061,485,86,1,86
"Orbe ",1995-04-13,"SZ000008440",13,6.7,0,"1995",4,13,-0.649999999999999,2.5,-332.125180084495,649.2,127.3,1.85,3.62481991550545,46.722633,6.536061,485,103,1,103
"Orbe ",1996-04-24,"SZ000008440",17.8,8.5,0,"1996",4,24,0,5.15,-317.189046652711,342.1,137.35,5.15,60.1609533472889,46.722633,6.536061,485,115,1,115
"Orbe ",1997-04-17,"SZ000008440",11.9,3.8,0,"1997",4,17,-2.1,1.95,-355.464616864751,457.2,203.75,-0.149999999999999,5.58538313524875,46.722633,6.536061,485,107,1,107
"Orbe ",1998-04-26,"SZ000008440",20.2,11.4,0,"1998",4,26,0,7.8,-398.642912497328,458.8,217.3,7.8,-6.7929124973281,46.722633,6.536061,485,116,1,116
"Orbe ",1999-04-29,"SZ000008440",18.4,8.9,16.3,"1999",4,29,0,5.65,-333.005330254442,581.8,159.2,5.65,-13.2053302544416,46.722633,6.536061,485,119,1,119
"Orbe ",2000-04-21,"SZ000008440",22.4,7.2,0,"2000",4,21,-0.399999999999999,7.2,-343.468363870275,542.1,155.15,6.8,-22.2683638702752,46.722633,6.536061,485,112,1,112
"Orbe ",2001-04-28,"SZ000008440",19.3,11.8,0.9,"2001",4,28,0,7.55,-325.791624377388,932.7,179.55,7.55,47.0083756226117,46.722633,6.536061,485,118,1,118
"Orbe ",2002-04-24,"SZ000008440",19,7.7,0,"2002",4,24,-0.149999999999999,5.5,-306.792043830572,346.8,184.35,5.35,145.957956169428,46.722633,6.536061,485,114,1,114
"Orbe ",2003-04-24,"SZ000008440",22.7,5.8,0,"2003",4,24,-1.1,7.35,-323.658858470466,666,199.55,6.25,63.7911415295344,46.722633,6.536061,485,114,1,114
"Orbe ",2004-04-22,"SZ000008440",21.2,7.2,0,"2004",4,22,-0.399999999999999,6.6,-403.419198381337,503.6,155.7,6.2,-138.469198381337,46.722633,6.536061,485,113,1,113
"Orbe ",2005-04-22,"SZ000008440",18.3,2.2,0,"2005",4,22,-2.9,5.15,-271.364170536066,513.7,152.8,2.25,109.735829463933,46.722633,6.536061,485,112,1,112
"Orbe ",2006-04-28,"SZ000008440",15.3,8.9,0,"2006",4,28,0,4.1,-271.645507066994,517.9,162.95,4.1,71.804492933006,46.722633,6.536061,485,118,1,118
"Orbe ",2007-04-18,"SZ000008440",21.9,8.6,0,"2007",4,18,0,7.25,-355.36906633703,482.6,217.1,7.25,148.03093366297,46.722633,6.536061,485,108,1,108
"Orbe ",2008-04-03,"SZ000008440",10.7,5.1,0,"2008",4,3,-1.45,1.35,-341.08233834825,361.1,94.65,-0.100000000000001,-90.4823383482502,46.722633,6.536061,485,94,1,94
"Orbe ",2009-04-09,"SZ000008440",20.1,6.5,0,"2009",4,9,-0.75,6.05,-276.82157434373,421.6,102.65,5.3,-6.27157434373043,46.722633,6.536061,485,99,1,99
"Orbe ",2010-04-18,"SZ000008440",19.6,3.6,0,"2010",4,18,-2.2,5.8,-319.663613028214,568.6,135,3.6,3.58638697178622,46.722633,6.536061,485,108,1,108
"Orbe ",2011-04-04,"SZ000008440",16.5,4.9,4.5,"2011",4,4,-1.55,4.25,-296.703248151368,317.7,121.75,2.7,8.59675184863223,46.722633,6.536061,485,94,1,94
"Orbe ",2012-04-04,"SZ000008440",15.5,9.5,7.7,"2012",4,4,0,4.5,-337.509576539254,308.7,152.3,4.5,7.19042346074553,46.722633,6.536061,485,95,1,95
"Orbe ",2013-04-26,"SZ000008440",19.5,12.1,16.3,"2013",4,26,0,7.8,-310.646952169221,662.6,133.45,7.8,16.6530478307791,46.722633,6.536061,485,116,1,116
"Orbe ",2014-04-07,"SZ000008440",23.6,6.7,8.4,"2014",4,7,-0.649999999999999,7.8,-334.018160936078,611.1,149.4,7.15,36.6818390639221,46.722633,6.536061,485,97,1,97
"Orbe ",2015-04-13,"SZ000008440",21.9,5.3,0,"2015",4,13,-1.35,6.95,-319.146317025976,488.5,115.7,5.6,71.2036829740238,46.722633,6.536061,485,103,1,103
"Orbe ",2016-04-20,"SZ000008440",17.4,3.1,0,"2016",4,20,-2.45,4.7,-414.112376236767,440.1,165.45,2.25,-71.9623762367673,46.722633,6.536061,485,111,1,111
"Orbe ",2017-04-02,"SZ000008440",15.3,6.1,0.1,"2017",4,2,-0.949999999999999,3.65,-325.090731148344,308.1,171.5,2.7,-8.24073114834408,46.722633,6.536061,485,92,1,92
"Orbe ",2018-04-17,"SZ000008440",21.6,6.2,0,"2018",4,17,-0.899999999999999,6.8,-351.241577844087,535.7,134.1,5.9,-20.5915778440867,46.722633,6.536061,485,107,1,107
"Rafz",1962-04-29,"GME00130618",12.5,0.5,0,"1962",4,29,-3.75,2.25,-362.504459970394,645.8,129.95,-1.5,-64.0044599703939,47.620414,8.542733,515,119,1,119
"Rafz",1963-04-30,"GME00130618",15.4,6.2,5.9,"1963",4,30,-0.9,3.7,-293.361272746852,355.1,146.65,2.8,9.58872725314783,47.620414,8.542733,515,120,1,120
"Rafz",1964-04-25,"GME00130618",10.5,5,1.8,"1964",4,25,-1.5,1.25,-314.908132388744,385.2,123.6,-0.25,-42.3581323887444,47.620414,8.542733,515,116,1,116
"Rafz",1966-04-29,"GME00130618",15,11,0,"1966",4,29,0,5,-392.391676035752,816,182.95,5,-100.941676035752,47.620414,8.542733,515,119,1,119
"Rafz",1967-04-25,"GME00130618",8,-2.5,0.7,"1967",4,25,-3.04761904761905,0,-364.156533980359,541.7,145.6,-3.04761904761905,-24.8565339803589,47.620414,8.542733,515,115,1,115
"Rafz",1968-04-19,"GME00130618",25,7.2,0,"1968",4,19,-0.400000000000002,8.5,-325.547480790912,535.5,121.05,8.1,-24.3474807909125,47.620414,8.542733,515,110,1,110
"Rafz",1969-04-26,"GME00130618",24.5,8,1.2,"1969",4,26,0,8.25,-290.222678995496,460.4,95.7,8.25,-44.9726789954956,47.620414,8.542733,515,116,1,116
"Rafz",1971-04-19,"GME00130618",21.5,3,0.4,"1971",4,19,-2.5,6.75,-311.484204034518,306,124.75,4.25,-47.6342040345178,47.620414,8.542733,515,109,1,109
"Rafz",1972-04-10,"GME00130618",15,4,4.3,"1972",4,10,-2,3.5,-371.907795523486,265.1,129.3,1.5,-97.1077955234864,47.620414,8.542733,515,101,1,101
"Rafz",1974-04-06,"GME00130618",17.7,3.4,0,"1974",4,6,-2.3,4.85,-336.240098149457,455.3,139.85,2.55,-115.040098149457,47.620414,8.542733,515,96,1,96
"Rafz",1975-04-23,"GME00130618",21,6.5,0,"1975",4,23,-0.75,6.5,-436.384896659173,629,97.3,5.75,-313.434896659173,47.620414,8.542733,515,113,1,113
"Rafz",1976-04-18,"GME00130618",21.7,3,0,"1976",4,18,-2.5,6.85,-353.112500395487,317.4,139.55,4.35,-119.462500395487,47.620414,8.542733,515,109,1,109
"Rafz",1978-04-29,"GME00130618",20.1,3.9,0.3,"1978",4,29,-2.05,6.05,-329.046189577063,663.5,121.8,4,-47.9961895770629,47.620414,8.542733,515,119,1,119
"Rafz",1979-04-26,"GME00130618",10,3.9,9.4,"1979",4,26,-2.05,1,-336.54505749022,627.6,93.6,-1.05,-149.54505749022,47.620414,8.542733,515,116,1,116
"Rafz",1980-04-23,"GME00130618",8.4,1.2,1.8,"1980",4,23,-3.4,0.2,-389.456171455913,776.8,93.9,-3.2,-147.706171455913,47.620414,8.542733,515,114,1,114
"Rafz",1981-04-10,"GME00130618",22.6,6.2,0,"1981",4,10,-0.899999999999999,7.3,-242.251290040998,590.1,130.1,6.4,-16.1012900409977,47.620414,8.542733,515,100,1,100
"Rafz",1983-04-23,"GME00130618",20.5,5.5,0.2,"1983",4,23,-1.25,6.25,-320.833116905936,876,133,5,-59.6831169059361,47.620414,8.542733,515,113,1,113
"Rafz",1987-04-28,"GME00130618",23,5.6,0,"1987",4,28,-1.2,7.5,-300.649151774697,554.5,142.5,6.3,10.1008482253034,47.620414,8.542733,515,118,1,118
"Rafz",1988-04-26,"GME00130618",19,1.5,0,"1988",4,26,-3.25,5.5,-347.981439513128,688.2,125,2.25,-75.8814395131284,47.620414,8.542733,515,117,1,117
"Rafz",1989-04-12,"GME00130618",17.1,6.8,7.4,"1989",4,12,-0.600000000000001,4.55,-312.836074984377,443.9,138.75,3.95,-31.0360749843772,47.620414,8.542733,515,102,1,102
"Rafz",1990-04-11,"GME00130618",9.1,1,2.2,"1990",4,11,-3.5,0.55,-341.627629846457,519.3,167.4,-2.95,4.82237015354251,47.620414,8.542733,515,101,1,101
"Rafz",1991-04-16,"GME00130618",20.2,4.5,0,"1991",4,16,-1.75,6.1,-272.555251371062,548.7,148.45,4.35,49.4447486289382,47.620414,8.542733,515,106,1,106
"Rafz",1992-04-25,"GME00130618",27,6.2,0,"1992",4,25,-0.900000000000002,9.5,-349.772005974647,549.2,144.4,8.6,-97.3220059746465,47.620414,8.542733,515,116,1,116
"Rafz",1993-04-22,"GME00130618",24.3,10,0,"1993",4,22,0,9.15,-325.070665991841,611.1,157.6,9.15,-56.5706659918408,47.620414,8.542733,515,112,1,112
"Rafz",1994-04-11,"GME00130618",9.5,-2,3.7,"1994",4,11,-3.17391304347826,0.75,-303.99434146818,670.7,111.85,-2.42391304347826,-99.6443414681796,47.620414,8.542733,515,101,1,101
"Rafz",1995-04-23,"GME00130618",19,8,0,"1995",4,23,0,5.5,-408.870284026533,751.4,133.15,5.5,-120.570284026533,47.620414,8.542733,515,113,1,113
"Rafz",1997-04-07,"GME00130618",10.6,-3,0,"1997",4,7,-2.83088235294118,1.3,-318.763584207347,430.4,129,-1.53088235294118,-75.7135842073468,47.620414,8.542733,515,97,1,97
"Rafz",1998-04-16,"GME00130618",10.4,2.5,0,"1998",4,16,-2.75,1.2,-381.964496406315,420.4,137.75,-1.55,-117.564496406315,47.620414,8.542733,515,106,1,106
"Rafz",1999-04-25,"GME00130618",16.2,7.2,0,"1999",4,25,-0.399999999999999,4.1,-309.508263482912,756,123.55,3.7,-81.0582634829124,47.620414,8.542733,515,115,1,115
"Rafz",2000-04-16,"GME00130618",15.3,0,0,"2000",4,16,-4,3.65,-329.81733318467,580.5,119.85,-0.35,-84.3173331846704,47.620414,8.542733,515,107,1,107
"Rafz",2001-04-28,"GME00130618",17,8.8,0.5,"2001",4,28,0,4.9,-374.78516237483,851.3,122.4,4.9,-115.93516237483,47.620414,8.542733,515,118,1,118
"Rafz",2002-04-13,"GME00130618",11,7,18.6,"2002",4,13,-0.5,1.5,-308.188291716368,639.7,140.9,1,38.3617082836323,47.620414,8.542733,515,103,1,103
"Rafz",2003-04-19,"GME00130618",12.4,0.2,0,"2003",4,19,-3.9,2.2,-320.091076278362,564.6,161.2,-1.7,-30.3410762783615,47.620414,8.542733,515,109,1,109
"Rafz",2004-04-24,"GME00130618",16.4,8,0,"2004",4,24,0,4.2,-407.675080328314,482.4,159.95,4.2,-162.675080328314,47.620414,8.542733,515,115,1,115
"Rafz",2005-04-15,"GME00130618",20.8,2.7,0.6,"2005",4,15,-2.65,6.4,-278.441700893446,419.4,133.15,3.75,-2.09170089344597,47.620414,8.542733,515,105,1,105
"Rafz",2006-04-24,"GME00130618",23.6,3.1,0.3,"2006",4,24,-2.45,7.8,-271.647351425033,648.6,119.95,5.35,8.95264857496718,47.620414,8.542733,515,114,1,114
"Rafz",2007-04-13,"GME00130618",25.8,6.6,0,"2007",4,13,-0.699999999999999,8.9,-417.066988436957,532.7,190.4,8.2,-13.8169884369574,47.620414,8.542733,515,103,1,103
"Rafz",2008-04-26,"GME00130618",18.1,2.1,0,"2008",4,26,-2.95,5.05,-416.021509898026,574.9,150.7,2.1,-138.971509898026,47.620414,8.542733,515,117,1,117
"Rafz",2009-04-15,"GME00130618",23.6,2.9,0,"2009",4,15,-2.55,7.8,-314.22219931285,467.8,123.9,5.25,-49.5221993128503,47.620414,8.542733,515,105,1,105
"Rafz",2010-04-22,"GME00130618",17.6,0.6,0,"2010",4,22,-3.7,4.8,-374.99867922589,510.5,145.8,1.1,-95.2486792258895,47.620414,8.542733,515,112,1,112
"Rafz",2011-04-15,"GME00130618",13.8,-0.6,0,"2011",4,15,-3.7125,2.9,-329.748564390885,440.2,180.25,-0.8125,-14.6985643908847,47.620414,8.542733,515,105,1,105
"Rafz",2012-04-05,"GME00130618",10.3,7.3,7.6,"2012",4,5,-0.350000000000001,1.15,-375.616982581041,528.2,149,0.8,-88.5169825810412,47.620414,8.542733,515,96,1,96
"Rafz",2013-04-25,"GME00130618",24.7,5.6,0,"2013",4,25,-1.2,8.35,-321.041687213389,712.9,116.7,7.15,-66.8416872133888,47.620414,8.542733,515,115,1,115
"Rafz",2014-04-04,"GME00130618",17.4,5,0,"2014",4,4,-1.5,4.7,-378.855757874052,436,143.25,3.2,-73.3057578740521,47.620414,8.542733,515,94,1,94
"Rafz",2015-04-16,"GME00130618",23.2,2.3,0.1,"2015",4,16,-2.85,7.6,-324.619311678727,472.3,137.35,4.75,25.2306883212725,47.620414,8.542733,515,106,1,106
"Rafz",2016-04-13,"GME00130618",12.4,6.9,4.9,"2016",4,13,-0.55,2.2,-401.538955329439,545.7,129.5,1.65,-97.2889553294392,47.620414,8.542733,515,104,1,104
"Rafz",2017-04-04,"GME00130618",15.1,4.3,1,"2017",4,4,-1.85,3.55,-337.858821663403,314.6,148.65,1.7,-84.6088216634029,47.620414,8.542733,515,94,1,94
"Rafz",2018-04-18,"GME00130618",23.8,4.1,0,"2018",4,18,-1.95,7.9,-372.831125572213,655.5,154.15,5.95,-52.631125572213,47.620414,8.542733,515,108,1,108
"Sarnen",1954-04-25,"GME00124522",18.6,6.2,1,"1954",4,25,-0.899999999999999,5.3,-293.653573856048,297.8,110.6,4.4,2.64642614395224,46.894217,8.252236,500,115,1,115
"Sarnen",1955-04-24,"GME00124522",16.4,3.2,0,"1955",4,24,-2.4,4.2,-306.718454545766,500.7,111,1.8,4.53154545423423,46.894217,8.252236,500,114,1,114
"Sarnen",1957-04-05,"GME00124522",17,6.4,0.5,"1957",4,5,-0.799999999999999,4.5,-274.302958471722,402.3,144.4,3.7,-8.70295847172194,46.894217,8.252236,500,95,1,95
"Sarnen",1959-04-12,"GME00124522",17.6,8.4,0,"1959",4,12,0,5,-301.002690640846,513.9,160.8,5,-13.7026906408465,46.894217,8.252236,500,102,1,102
"Sarnen",1960-04-10,"GME00124522",18.6,6.3,0.1,"1960",4,10,-0.850000000000001,5.3,-299.534062021919,454.9,154.95,4.45,13.265937978081,46.894217,8.252236,500,101,1,101
"Sarnen",1961-04-04,"GME00124522",18.8,9.1,0,"1961",4,4,0,5.95,-284.206934700063,428.5,147.55,5.95,32.4430652999369,46.894217,8.252236,500,94,1,94
"Sarnen",1962-04-26,"GME00124522",23.6,11.3,0,"1962",4,26,0,9.45,-277.233161718675,540.9,107.35,9.45,56.6668382813253,46.894217,8.252236,500,116,1,116
"Sarnen",1963-04-28,"GME00124522",19.2,6.3,0,"1963",4,28,-0.850000000000001,5.6,-228.834548571111,345.9,145.4,4.75,62.5154514288895,46.894217,8.252236,500,118,1,118
"Sarnen",1966-04-14,"GME00124522",17.2,9.6,6.1,"1966",4,14,0,5.4,-307.683875028872,587.7,146.2,5.4,-12.6838750288716,46.894217,8.252236,500,104,1,104
"Sarnen",1967-04-16,"GME00124522",19.4,4.1,0,"1967",4,16,-1.95,5.7,-291.010566642823,425.8,113.75,3.75,46.3394333571772,46.894217,8.252236,500,106,1,106
"Sarnen",1968-04-17,"GME00124522",22.5,12.1,0,"1968",4,17,0,9.3,-284.882152201751,518.9,112.8,9.3,66.1178477982488,46.894217,8.252236,500,108,1,108
"Sarnen",1969-04-28,"GME00124522",12.4,8,4.5,"1969",4,28,0,2.2,-267.072043526035,471.9,107.6,2.2,45.7779564739654,46.894217,8.252236,500,118,1,118
"Sarnen",1971-04-16,"GME00124522",22.4,12.4,0.3,"1971",4,16,0,9.4,-264.714173349129,345.3,103.05,9.4,25.935826650871,46.894217,8.252236,500,106,1,106
"Sarnen",1972-04-07,"GME00124522",18.6,10.6,3.2,"1972",4,7,0,6.6,-303.562690713387,299.8,115,6.6,9.08730928661267,46.894217,8.252236,500,98,1,98
"Sarnen",1974-04-08,"GME00124522",19,4.5,0,"1974",4,8,-1.75,5.5,-307.266038475398,401.2,156.45,3.75,-28.916038475398,46.894217,8.252236,500,98,1,98
"Sarnen",1975-04-28,"GME00124522",22,4.3,0,"1975",4,28,-1.85,7,-362.523084429638,585.5,138.4,5.15,-143.023084429638,46.894217,8.252236,500,118,1,118
"Sarnen",1976-04-20,"GME00124522",20.8,7.5,0,"1976",4,20,-0.25,6.4,-323.21156663595,357.5,139.75,6.15,-91.2615666359495,46.894217,8.252236,500,111,1,111
"Sarnen",1977-04-06,"GME00124522",14,-0.1,0.2,"1977",4,6,-3.95035460992908,3,-228.707171816595,577.2,114.8,-0.950354609929078,64.4428281834045,46.894217,8.252236,500,96,1,96
"Sarnen",1978-04-24,"GME00124522",18.2,4.4,0,"1978",4,24,-1.8,5.1,-287.259294160394,481.7,108.35,3.3,45.7907058396057,46.894217,8.252236,500,114,1,114
"Sarnen",1979-04-20,"GME00124522",13.4,1,7.8,"1979",4,20,-3.5,2.7,-296.571298609905,513.7,78.15,-0.8,-62.1712986099047,46.894217,8.252236,500,110,1,110
"Sarnen",1980-04-25,"GME00124522",5.5,2.4,1.7,"1980",4,25,-1.55,0,-320.670698421905,466.6,90,-1.55,-22.9206984219047,46.894217,8.252236,500,116,1,116
"Sarnen",1981-04-11,"GME00124522",20.2,10,1,"1981",4,11,0,7.1,-197.89962693619,446.9,143.1,7.1,93.3003730638097,46.894217,8.252236,500,101,1,101
"Sarnen",1982-04-26,"GME00124522",14,2,0,"1982",4,26,-3,3,-325.794451856232,649.1,119.5,0,-42.0944518562321,46.894217,8.252236,500,116,1,116
